assembly_accession,nifH_present,nifH_best_evalue,nifH_best_ref,nifD_present,nifD_best_evalue,nifD_best_ref,nifK_present,nifK_best_evalue,nifK_best_ref,best_hit_ids,download_ok,nifHDK_core_call,organism_name,assembly_level,number_of_contigs,contig_n50,number_of_scaffolds,scaffold_n50,total_ungapped_length,gc_percent,coverage,annotation_name,annotation_date,checkm_completeness,checkm_contamination,genome_notes,derived_from_metagenome,annotation_fails_MAG_check,checkm_version,checkm_source,organism_full,genus,is_diazotroph
GCF_019976755.1,1.0,5.600000000000001e-163,nifH-local_aln_i2.1_12182023,1.0,5.5e-240,nifD-local_aln_i2.1_12182023,1.0,4e-258,nifK-local_aln_i2.1_12182023,H=WP_224091592.1;D=WP_224091597.1;K=WP_224091626.1,1,1,"{'infraspecific_names': {'strain': 'MS1'}, 'organism_name': 'Nostoc sp. MS1', 'tax_id': 2764711}",Complete Genome,6,7141037,6,7141037,7901148,40.5,97.0,GCF_019976755.1-RS_2025_01_19,,98.97,3.68,,0,0,v1.2.3,structured,Nostoc sp. MS1,Nostoc,True
GCF_013393905.1,1.0,1.8e-161,nifH-local_aln_i2.1_12182023,1.0,9.1e-239,nifD-local_aln_i2.1_12182023,1.0,1.5e-244,nifK-local_aln_i2.1_12182023,H=WP_179064204.1;D=WP_179064205.1;K=WP_179064229.1,1,1,"{'infraspecific_names': {'strain': 'C052'}, 'organism_name': 'Nostoc sp. C052', 'tax_id': 2576902}",Complete Genome,9,7828336,9,7828336,9879831,41.5,84.0,GCF_013393905.1-RS_2024_08_31,,98.97,2.75,,0,0,v1.2.3,structured,Nostoc sp. C052,Nostoc,True
GCF_000009705.1,1.0,1.4000000000000002e-161,nifH-local_aln_i2.1_12182023,1.0,1.5e-238,nifD-local_aln_i2.1_12182023,1.0,1.6e-255,nifK-local_aln_i2.1_12182023,H=WP_010995626.1;D=WP_044520961.1;K=WP_010995612.1,1,1,"{'infraspecific_names': {'strain': 'PCC 7120'}, 'organism_name': 'Nostoc sp. PCC 7120 = FACHB-418', 'tax_id': 103690}",Complete Genome,7,6413771,7,6413771,7211789,41.5,1.0,GCF_000009705.1-RS_2025_02_24,,98.97,0.36,,0,0,v1.2.3,structured,Nostoc sp. PCC 7120 = FACHB-418,Nostoc,True
GCF_044923475.1,1.0,1.8e-161,nifH-local_aln_i2.1_12182023,1.0,2.3e-255,nifD-local_aln_i2.1_12182023,1.0,8.1e-243,nifK-local_aln_i2.1_12182023,H=WP_404791370.1;D=WP_404784499.1;K=WP_404784500.1,1,1,"{'infraspecific_names': {'strain': 'CCNU0014'}, 'organism_name': 'Altericista sp. CCNU0014', 'tax_id': 3082949}",Complete Genome,1,5791642,1,5791642,5791642,51.5,1.0,GCF_044923475.1-RS_2024_11_16,,98.96,0.54,,0,0,v1.2.3,structured,Altericista sp. CCNU0014,Altericista,True
GCF_019056575.1,1.0,5.400000000000001e-161,nifH-local_aln_i2.1_12182023,1.0,9.700000000000001e-236,nifD-local_aln_i2.1_12182023,1.0,2e-251,nifK-local_aln_i2.1_12182023,H=WP_190601103.1;D=WP_190605738.1;K=WP_190605728.1,1,1,"{'infraspecific_names': {'strain': 'FACHB 800'}, 'organism_name': 'Richelia sinica FACHB-800', 'tax_id': 1357546}",Complete Genome,1,5729487,1,5729487,5729487,39.5,100.0,GCF_019056575.1-RS_2025_03_08,,98.94,0.35,,0,0,v1.2.3,structured,Richelia sinica FACHB-800,Richelia,True
GCF_016919485.1,1.0,7.800000000000001e-160,nifH-local_aln_i2.1_12182023,1.0,1.5999999999999994e-250,nifD-local_aln_i2.1_12182023,1.0,3.1000000000000002e-232,nifK-local_aln_i2.1_12182023,H=WP_172355833.1;D=WP_172355835.1;K=WP_205369601.1,1,1,"{'infraspecific_names': {'strain': 'PKUAC-SCTB121'}, 'organism_name': 'Thermoleptolyngbya sp. PKUAC-SCTB121', 'tax_id': 2811482}",Complete Genome,1,5490383,1,5490383,5490383,56.5,35.0,GCF_016919485.1-RS_2024_11_06,,98.91,0.54,,0,0,v1.2.3,structured,Thermoleptolyngbya sp. PKUAC-SCTB121,Thermoleptolyngbya,True
GCF_013177315.1,1.0,7.800000000000001e-160,nifH-local_aln_i2.1_12182023,1.0,1.5999999999999994e-250,nifD-local_aln_i2.1_12182023,1.0,2.6e-232,nifK-local_aln_i2.1_12182023,H=WP_172355833.1;D=WP_172355835.1;K=WP_172355837.1,1,1,"{'infraspecific_names': {'strain': 'A183'}, 'organism_name': 'Thermoleptolyngbya sichuanensis A183', 'tax_id': 2737172}",Complete Genome,1,5525100,1,5525100,5525100,56.5,180.0,GCF_013177315.1-RS_2024_10_11,,98.91,0.54,,0,0,v1.2.3,structured,Thermoleptolyngbya sichuanensis A183,Thermoleptolyngbya,True
GCF_026802175.1,1.0,3.2000000000000002e-162,nifH-local_aln_i2.1_12182023,1.0,8.799999999999998e-251,nifD-local_aln_i2.1_12182023,1.0,1.3e-238,nifK-local_aln_i2.1_12182023,H=WP_268607835.1;D=WP_268607836.1;K=WP_268607837.1,1,1,"{'infraspecific_names': {'strain': 'A174'}, 'organism_name': 'Thermocoleostomius sinensis A174', 'tax_id': 2016057}",Complete Genome,1,5809202,1,5809202,5809202,48.5,239.0,GCF_026802175.1-RS_2024_10_11,,98.9,0.82,,0,0,v1.2.3,structured,Thermocoleostomius sinensis A174,Thermocoleostomius,True
GCF_002355455.1,1.0,3.6e-52,nifH-local_aln_i2.1_12182023,1.0,1.5e-12,nifD-local_aln_i2.1_12182023,1.0,3.5e-07,nifK-local_aln_i2.1_12182023,H=WP_096387679.1;D=WP_096386588.1;K=WP_096386588.1,1,1,"{'infraspecific_names': {'strain': 'NIES-3757'}, 'organism_name': 'Stanieria sp. NIES-3757', 'tax_id': 1807358}",Complete Genome,2,5319768,2,5319768,5463308,36.5,50.0,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,98.88,0.99,,0,0,v1.2.3,structured,Stanieria sp. NIES-3757,Stanieria,False
GCF_047305145.1,1.0,3.8999999999999997e-53,nifH-local_aln_i2.1_12182023,1.0,2.8e-09,nifD-local_aln_i2.1_12182023,1.0,9.1e-07,nifK-local_aln_i2.1_12182023,H=WP_032517757.1;D=WP_032517756.1;K=WP_032517756.1,1,1,"{'infraspecific_names': {'strain': 'MIT 9321'}, 'organism_name': 'Prochlorococcus sp. MIT 9321', 'tax_id': 3082522}",Complete Genome,1,1655833,1,1655833,1655833,31.0,1.0,GCF_047305145.1-RS_2025_01_31,,98.87,0.28,,0,0,v1.2.3,structured,Prochlorococcus sp. MIT 9321,Prochlorococcus,False
GCF_047275885.1,1.0,1.9e-161,nifH-local_aln_i2.1_12182023,1.0,4.9e-100,nifD-local_aln_i2.1_12182023,1.0,4.5e-248,nifK-local_aln_i2.1_12182023,H=WP_413173876.1;D=WP_413175930.1;K=WP_413175927.1,1,1,"{'infraspecific_names': {'strain': 'SJ-1'}, 'organism_name': 'Anabaena azotica SJ-1', 'tax_id': 3392114}",Complete Genome,9,6115153,9,6115153,6477821,38.5,1.0,GCF_047275885.1-RS_2025_01_28,,98.86,1.25,,0,0,v1.2.3,structured,Anabaena azotica SJ-1,Anabaena,True
GCF_047304615.1,1.0,1.1e-52,nifH-local_aln_i2.1_12182023,1.0,1.9e-07,nifD-local_aln_i2.1_12182023,1.0,1.9e-10,nifK-local_aln_i2.1_12182023,H=WP_036917120.1;D=WP_036917121.1;K=WP_036917121.1,1,1,"{'infraspecific_names': {'strain': 'MIT 0602'}, 'organism_name': 'Prochlorococcus sp. MIT 0602', 'tax_id': 1499499}",Complete Genome,1,1752272,1,1752272,1752272,36.5,1.0,GCF_047304615.1-RS_2025_01_31,,98.86,0.19,,0,0,v1.2.3,structured,Prochlorococcus sp. MIT 0602,Prochlorococcus,False
GCF_000021825.1,1.0,3.2e-155,nifH-local_aln_i2.1_12182023,1.0,2.8999999999999998e-257,nifD-local_aln_i2.1_12182023,1.0,1.1999999999999998e-243,nifK-local_aln_i2.1_12182023,H=WP_015954153.1;D=WP_015954152.1;K=WP_015954151.1,1,1,"{'infraspecific_names': {'strain': 'PCC 7424'}, 'organism_name': 'Gloeothece citriformis PCC 7424', 'tax_id': 65393}",Complete Genome,7,5942652,7,5942652,6554169,38.5,,GCF_000021825.1-RS_2025_03_28,,98.85,,,0,0,v1.2.3,structured,Gloeothece citriformis PCC 7424,Gloeothece,True
GCF_013393945.1,1.0,1.4e-162,nifH-local_aln_i2.1_12182023,1.0,1.9e-239,nifD-local_aln_i2.1_12182023,1.0,1.5e-255,nifK-local_aln_i2.1_12182023,H=WP_179049315.1;D=WP_179049314.1;K=WP_179049274.1,1,1,"{'infraspecific_names': {'strain': 'TCL26-01'}, 'organism_name': 'Nostoc sp. TCL26-01', 'tax_id': 2576904}",Complete Genome,8,6765102,8,6765102,7387676,41.0,42.0,GCF_013393945.1-RS_2024_08_31,,98.84,1.89,,0,0,v1.2.3,structured,Nostoc sp. TCL26-01,Nostoc,True
GCF_000316575.1,1.0,1.9e-161,nifH-local_aln_i2.1_12182023,1.0,1.8e-238,nifD-local_aln_i2.1_12182023,1.0,9.200000000000001e-246,nifK-local_aln_i2.1_12182023,H=WP_015126422.1;D=WP_015126423.1;K=WP_015126445.1,1,1,"{'infraspecific_names': {'strain': 'PCC 7507'}, 'organism_name': 'Calothrix sp. PCC 7507', 'tax_id': 99598}",Complete Genome,1,7023215,1,7023215,7023215,42.0,30.0,GCF_000316575.1-RS_2024_08_13,,98.82,1.6,,0,0,v1.2.3,structured,Calothrix sp. PCC 7507,Calothrix,True
GCF_000014265.1,1.0,2.3000000000000003e-158,nifH-local_aln_i2.1_12182023,1.0,8.799999999999998e-251,nifD-local_aln_i2.1_12182023,1.0,1.2000000000000001e-238,nifK-local_aln_i2.1_12182023,H=WP_011613474.1;D=WP_011613475.1;K=WP_011613476.1,1,1,"{'infraspecific_names': {'strain': 'IMS101'}, 'organism_name': 'Trichodesmium erythraeum IMS101', 'tax_id': 203124}",Complete Genome,1,7750108,1,7750108,7750108,34.0,1.0,GCF_000014265.1-RS_2024_08_16,,98.8,,,0,0,v1.2.4,structured,Trichodesmium erythraeum IMS101,Trichodesmium,True
GCF_032393985.1,1.0,1.5e-162,nifH-local_aln_i2.1_12182023,1.0,1.6e-255,nifD-local_aln_i2.1_12182023,1.0,2.8e-253,nifK-local_aln_i2.1_12182023,H=WP_180976454.1;D=WP_102149992.1;K=WP_315785356.1,1,1,"{'infraspecific_names': {'strain': 'JS2'}, 'organism_name': 'Fischerella sp. JS2', 'tax_id': 2597771}",Complete Genome,1,7020691,1,7020691,7020691,40.5,120.34,GCF_032393985.1-RS_2025_05_05,,98.78,3.33,,0,0,v1.2.3,structured,Fischerella sp. JS2,Fischerella,True
GCF_000317615.1,1.0,1.4e-49,nifH-local_aln_i2.1_12182023,1.0,1.6e-12,nifD-local_aln_i2.1_12182023,1.0,2.1e-07,nifK-local_aln_i2.1_12182023,H=WP_015228895.1;D=WP_015229485.1;K=WP_015229485.1,1,1,"{'infraspecific_names': {'strain': 'PCC 8305'}, 'organism_name': 'Dactylococcopsis salina PCC 8305', 'tax_id': 13035}",Complete Genome,1,3781008,1,3781008,3781008,42.5,30.0,GCF_000317615.1-RS_2024_12_13,,98.78,0.36,,0,0,v1.2.3,structured,Dactylococcopsis salina PCC 8305,Dactylococcopsis,False
GCF_003367075.2,1.0,1.3000000000000002e-161,nifH-local_aln_i2.1_12182023,1.0,1.3e-255,nifD-local_aln_i2.1_12182023,1.0,4.9000000000000005e-248,nifK-local_aln_i2.1_12182023,H=WP_057177533.1;D=WP_115538753.1;K=WP_006278576.1,1,1,"{'infraspecific_names': {'strain': 'Cr2010'}, 'organism_name': 'Cylindrospermopsis raciborskii Cr2010', 'tax_id': 2108055}",Complete Genome,1,3757845,1,3757845,3757845,40.0,826.0,GCF_003367075.2-RS_2024_12_11,,98.75,0.31,,0,0,v1.2.3,structured,Cylindrospermopsis raciborskii Cr2010,Cylindrospermopsis,True
GCF_002949795.1,1.0,2.7999999999999998e-160,nifH-local_aln_i2.1_12182023,1.0,1.4e-237,nifD-local_aln_i2.1_12182023,1.0,3.9999999999999995e-243,nifK-local_aln_i2.1_12182023,H=WP_104908627.1;D=WP_104908626.1;K=WP_104908606.1,1,1,"{'infraspecific_names': {'strain': '5183'}, 'organism_name': ""Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'"", 'tax_id': 1618022}",Complete Genome,5,7061466,5,7061466,7339908,41.5,40.0,GCF_002949795.1-RS_2025_08_25,,98.74,2.24,,0,0,v1.2.4,structured,Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',Nostoc,True
GCF_009498015.1,1.0,1.2e-162,nifH-local_aln_i2.1_12182023,1.0,2.3e-256,nifD-local_aln_i2.1_12182023,1.0,7.799999999999999e-258,nifK-local_aln_i2.1_12182023,H=WP_011320610.1;D=WP_011320928.1;K=WP_011320624.1,1,1,"{'infraspecific_names': {'strain': 'YBS01'}, 'organism_name': 'Anabaena sp. YBS01', 'tax_id': 2490939}",Complete Genome,1,7013200,1,7013200,7013200,41.5,215.0,GCF_009498015.1-RS_2024_07_31,,98.74,0.45,,0,0,v1.2.3,structured,Anabaena sp. YBS01,Anabaena,True
GCF_000317575.1,1.0,2.7e-52,nifH-local_aln_i2.1_12182023,1.0,2.7e-12,nifD-local_aln_i2.1_12182023,1.0,4.5e-06,nifK-local_aln_i2.1_12182023,H=WP_041620182.1;D=WP_015194304.1;K=WP_015194304.1,1,1,"{'infraspecific_names': {'strain': 'PCC 7437'}, 'organism_name': 'Stanieria cyanosphaera PCC 7437', 'tax_id': 111780}",Complete Genome,6,5041209,6,5041209,5544990,36.0,30.0,GCF_000317575.1-RS_2024_12_09,,98.72,0.64,,0,0,v1.2.3,structured,Stanieria cyanosphaera PCC 7437,Stanieria,False
GCF_047305135.1,1.0,4.5e-53,nifH-local_aln_i2.1_12182023,1.0,1.2e-10,nifD-local_aln_i2.1_12182023,1.0,1e-07,nifK-local_aln_i2.1_12182023,H=WP_032513886.1;D=WP_032513885.1;K=WP_032513885.1,1,1,"{'infraspecific_names': {'strain': 'MIT 9123'}, 'organism_name': 'Prochlorococcus sp. MIT 9123', 'tax_id': 3082523}",Complete Genome,1,1722367,1,1722367,1722367,31.0,1.0,GCF_047305135.1-RS_2025_01_31,,98.71,1.46,,0,0,v1.2.3,structured,Prochlorococcus sp. MIT 9123,Prochlorococcus,False
GCF_007904085.1,1.0,1.6e-157,nifH-local_aln_i2.1_12182023,1.0,9.4e-244,nifD-local_aln_i2.1_12182023,1.0,1.0999999999999999e-228,nifK-local_aln_i2.1_12182023,H=WP_146294449.1;D=WP_146294450.1;K=WP_222597884.1,1,1,"{'infraspecific_names': {'strain': 'Z-M001'}, 'organism_name': 'Euhalothece natronophila Z-M001', 'tax_id': 522448}",Complete Genome,5,3326959,5,3326959,3524308,41.0,1357.0,GCF_007904085.1-RS_2024_10_11,,98.68,0.26,,0,0,v1.2.3,structured,Euhalothece natronophila Z-M001,Euhalothece,True
GCF_000317635.1,1.0,3.8e-159,nifH-local_aln_i2.1_12182023,1.0,2.5e-248,nifD-local_aln_i2.1_12182023,1.0,4.2e-228,nifK-local_aln_i2.1_12182023,H=WP_015225829.1;D=WP_015225830.1;K=WP_216086731.1,1,1,"{'infraspecific_names': {'strain': 'PCC 7418'}, 'organism_name': 'Halothece sp. PCC 7418', 'tax_id': 65093}",Complete Genome,1,4179170,1,4179170,4179170,43.0,30.0,GCF_000317635.1-RS_2024_11_05,,98.68,,,0,0,v1.2.3,structured,Halothece sp. PCC 7418,Halothece,True
GCF_018336915.1,1.0,2.8e-51,nifH-local_aln_i2.1_12182023,1.0,3.8e-12,nifD-local_aln_i2.1_12182023,1.0,1.9e-06,nifK-local_aln_i2.1_12182023,H=WP_212662559.1;D=WP_212662626.1;K=WP_212662626.1,1,1,"{'infraspecific_names': {'strain': 'S15'}, 'organism_name': 'Acaryochloris marina S15', 'tax_id': 2762553}",Complete Genome,7,5881945,7,5881945,7112772,47.0,75.0,GCF_018336915.1-RS_2024_11_06,,98.64,2.85,,0,0,v1.2.3,structured,Acaryochloris marina S15,Acaryochloris,False
GCF_030544905.1,1.0,6.7e-50,nifH-local_aln_i2.1_12182023,1.0,1.4e-10,nifD-local_aln_i2.1_12182023,1.0,9.9e-06,nifK-local_aln_i2.1_12182023,H=WP_011242451.1;D=WP_011244566.1;K=WP_011244566.1,1,1,"{'infraspecific_names': {'strain': 'UTEX 2434'}, 'organism_name': 'Synechococcus elongatus PCC 7942 = FACHB-805', 'tax_id': 1140}",Complete Genome,3,2695906,3,2695906,2750114,55.5,105.0,GCF_030544905.1-RS_2025_07_25,,98.63,0.72,,0,0,v1.2.4,structured,Synechococcus elongatus PCC 7942 = FACHB-805,Synechococcus,False
GCF_022984195.1,1.0,6.7e-50,nifH-local_aln_i2.1_12182023,1.0,1.4e-10,nifD-local_aln_i2.1_12182023,1.0,9.9e-06,nifK-local_aln_i2.1_12182023,H=WP_011242451.1;D=WP_011244566.1;K=WP_011244566.1,1,1,"{'infraspecific_names': {'strain': 'PCC 6301'}, 'organism_name': 'Synechococcus elongatus PCC 6301', 'tax_id': 269084}",Complete Genome,3,2695389,3,2695389,2749599,55.5,900.0,GCF_022984195.1-RS_2025_04_10,,98.63,0.72,,0,0,v1.2.3,structured,Synechococcus elongatus PCC 6301,Synechococcus,False
GCF_000817325.1,1.0,6.7e-50,nifH-local_aln_i2.1_12182023,1.0,1.4e-10,nifD-local_aln_i2.1_12182023,1.0,9.9e-06,nifK-local_aln_i2.1_12182023,H=WP_011242451.1;D=WP_011244566.1;K=WP_011244566.1,1,1,"{'infraspecific_names': {'strain': 'UTEX 2973'}, 'organism_name': 'Synechococcus elongatus UTEX 2973', 'tax_id': 1350461}",Complete Genome,3,2690418,3,2690418,2744626,55.5,133.89,GCF_000817325.1-RS_2025_05_13,,98.63,0.72,,0,0,v1.2.3,structured,Synechococcus elongatus UTEX 2973,Synechococcus,False
GCF_000012525.1,1.0,6.7e-50,nifH-local_aln_i2.1_12182023,1.0,1.4e-10,nifD-local_aln_i2.1_12182023,1.0,9.9e-06,nifK-local_aln_i2.1_12182023,H=WP_011242451.1;D=WP_011244566.1;K=WP_011244566.1,1,1,"{'infraspecific_names': {'strain': 'PCC 7942'}, 'organism_name': 'Synechococcus elongatus PCC 7942 = FACHB-805', 'tax_id': 1140}",Complete Genome,2,2695903,2,2695903,2742269,55.5,1.0,GCF_000012525.1-RS_2025_04_10,,98.63,0.62,,0,0,v1.2.3,structured,Synechococcus elongatus PCC 7942 = FACHB-805,Synechococcus,False
GCF_000316645.1,1.0,1.3e-159,nifH-local_aln_i2.1_12182023,1.0,5.5e-239,nifD-local_aln_i2.1_12182023,1.0,1.0999999999999999e-75,nifK-local_aln_i2.1_12182023,H=WP_015141658.1;D=WP_015137572.1;K=WP_015137545.1,1,1,"{'infraspecific_names': {'strain': 'PCC 7524'}, 'organism_name': 'Nostoc sp. PCC 7524', 'tax_id': 28072}",Complete Genome,3,6635030,3,6635030,6718869,41.5,30.0,GCF_000316645.1-RS_2025_08_24,,98.63,0.44,,0,0,v1.2.4,structured,Nostoc sp. PCC 7524,Nostoc,True
GCF_052692665.1,1.0,9.5e-162,nifH-local_aln_i2.1_12182023,1.0,2.7e-246,nifD-local_aln_i2.1_12182023,1.0,5.6e-247,nifK-local_aln_i2.1_12182023,H=WP_445637400.1;D=WP_445632811.1;K=WP_445637425.1,1,1,"{'infraspecific_names': {'strain': 'DSM 114161'}, 'organism_name': 'Nostoc sp. DSM 114161', 'tax_id': 3440143}",Complete Genome,1,8680294,1,8680294,8680294,41.5,1.0,GCF_052692665.1-RS_2025_09_18,,98.62,4.02,,0,0,v1.2.4,structured,Nostoc sp. DSM 114161,Nostoc,True
GCF_014023275.1,1.0,9.2e-161,nifH-local_aln_i2.1_12182023,1.0,7.7e-238,nifD-local_aln_i2.1_12182023,1.0,1.1e-244,nifK-local_aln_i2.1_12182023,H=WP_181928125.1;D=WP_181928126.1;K=WP_181928152.1,1,1,"{'infraspecific_names': {'strain': 'CCNP1411'}, 'organism_name': 'Nostoc edaphicum CCNP1411', 'tax_id': 1472755}",Complete Genome,6,7733505,6,7733505,8316316,41.5,163.6,GCF_014023275.1-RS_2025_03_28,,98.58,3.23,,0,0,v1.2.3,structured,Nostoc edaphicum CCNP1411,Nostoc,True
GCF_048568235.1,1.0,1.4000000000000002e-161,nifH-local_aln_i2.1_12182023,1.0,1.5e-238,nifD-local_aln_i2.1_12182023,1.0,1.6e-255,nifK-local_aln_i2.1_12182023,H=WP_010995626.1;D=WP_044520961.1;K=WP_010995612.1,1,1,"{'infraspecific_names': {'strain': 'FACHB-709'}, 'organism_name': 'Anabaena sp. FACHB-709', 'tax_id': 1086822}",Complete Genome,7,6412411,7,6412411,7214617,41.5,1.0,GCF_048568235.1-RS_2025_03_14,,98.57,1.88,,0,0,v1.2.3,structured,Anabaena sp. FACHB-709,Anabaena,True
GCF_002813575.1,1.0,1.2e-161,nifH-local_aln_i2.1_12182023,1.0,9e-102,nifD-local_aln_i2.1_12182023,1.0,3.6e-244,nifK-local_aln_i2.1_12182023,H=WP_100900502.1;D=WP_100900530.1;K=WP_100900528.1,1,1,"{'infraspecific_names': {'strain': 'CCNUN1'}, 'organism_name': 'Nostoc flagelliforme CCNUN1', 'tax_id': 2038116}",Complete Genome,9,8363872,9,8363872,10231233,42.0,228.0,GCF_002813575.1-RS_2024_11_18,,98.55,4.45,,0,0,v1.2.3,structured,Nostoc flagelliforme CCNUN1,Nostoc,True
GCF_026240635.1,1.0,4.600000000000001e-162,nifH-local_aln_i2.1_12182023,1.0,7.499999999999999e-250,nifD-local_aln_i2.1_12182023,1.0,5.399999999999998e-230,nifK-local_aln_i2.1_12182023,H=WP_265901795.1;D=WP_265901796.1;K=WP_265901797.1,1,1,"{'infraspecific_names': {'strain': 'B231'}, 'organism_name': 'Trichothermofontia sichuanensis B231', 'tax_id': 2016064}",Complete Genome,1,4436989,1,4436989,4436989,54.0,387.0,GCF_026240635.1-RS_2024_10_11,,98.51,0.82,,0,0,v1.2.3,structured,Trichothermofontia sichuanensis B231,Trichothermofontia,True
GCF_025999095.1,1.0,6.5e-51,nifH-local_aln_i2.1_12182023,1.0,1.3e-08,nifD-local_aln_i2.1_12182023,1.0,1.1e-06,nifK-local_aln_i2.1_12182023,H=WP_297761165.1;D=WP_297756763.1;K=WP_297756763.1,1,1,"{'infraspecific_names': {'isolate': 'KatS3mg067'}, 'organism_name': 'Thermosynechococcus sp.', 'tax_id': 2814275}",Complete Genome,1,2497893,1,2497893,2497893,54.0,,GCF_025999095.1-RS_2024_11_06,,98.51,,,0,0,v1.2.3,structured,Thermosynechococcus sp.,Thermosynechococcus,False
GCF_047302795.1,1.0,4.5e-53,nifH-local_aln_i2.1_12182023,1.0,1.2e-10,nifD-local_aln_i2.1_12182023,1.0,1e-07,nifK-local_aln_i2.1_12182023,H=WP_032513886.1;D=WP_032513885.1;K=WP_032513885.1,1,1,"{'infraspecific_names': {'strain': 'MIT 9107'}, 'organism_name': 'Prochlorococcus marinus str. MIT 9107', 'tax_id': 59921}",Complete Genome,1,1699808,1,1699808,1699808,31.0,1.0,GCF_047302795.1-RS_2025_01_29,,98.5,,,0,0,v1.2.3,structured,Prochlorococcus marinus str. MIT 9107,Prochlorococcus,False
GCF_021379005.1,1.0,1.6000000000000001e-162,nifH-local_aln_i2.1_12182023,1.0,4.2999999999999997e-249,nifD-local_aln_i2.1_12182023,1.0,9.7e-240,nifK-local_aln_i2.1_12182023,H=WP_233745105.1;D=WP_233745106.1;K=WP_233745107.1,1,1,"{'infraspecific_names': {'strain': 'A121'}, 'organism_name': 'Leptodesmis sichuanensis A121', 'tax_id': 2835870}",Complete Genome,1,5348817,1,5348817,5348817,50.5,343.0,GCF_021379005.1-RS_2024_10_11,,98.46,1.09,,0,0,v1.2.3,structured,Leptodesmis sichuanensis A121,Leptodesmis,True
GCF_052692655.1,1.0,1.3e-160,nifH-local_aln_i2.1_12182023,1.0,6.4e-239,nifD-local_aln_i2.1_12182023,1.0,1.1e-244,nifK-local_aln_i2.1_12182023,H=WP_445630325.1;D=WP_445630326.1;K=WP_445630346.1,1,1,"{'infraspecific_names': {'strain': 'DSM 114167'}, 'organism_name': 'Nostoc sp. DSM 114167', 'tax_id': 3439050}",Complete Genome,1,8475087,1,8475087,8475087,41.5,1.0,GCF_052692655.1-RS_2025_09_18,,98.34,3.99,,0,0,v1.2.4,structured,Nostoc sp. DSM 114167,Nostoc,True
GCF_024584745.1,1.0,3.6e-51,nifH-local_aln_i2.1_12182023,1.0,3.2e-235,nifD-local_aln_i2.1_12182023,1.0,6.600000000000001e-249,nifK-local_aln_i2.1_12182023,H=WP_027400713.1;D=WP_035083244.1;K=WP_027404275.1,1,1,"{'infraspecific_names': {'strain': 'NIES-1697'}, 'organism_name': 'Dolichospermum heterosporum TAC447', 'tax_id': 747523}",Complete Genome,1,5833376,1,5833376,5833376,38.5,125.0,GCF_024584745.1-RS_2025_08_22,,98.33,0.31,,0,0,v1.2.4,structured,Dolichospermum heterosporum TAC447,Dolichospermum,True
GCF_017164015.1,1.0,3.6000000000000003e-160,nifH-local_aln_i2.1_12182023,1.0,8.899999999999999e-104,nifD-local_aln_i2.1_12182023,1.0,8.499999999999999e-247,nifK-local_aln_i2.1_12182023,H=WP_206267712.1;D=WP_206265819.1;K=WP_206268701.1,1,1,"{'infraspecific_names': {'strain': 'UHCC 0702'}, 'organism_name': 'Nostoc sp. UHCC 0702', 'tax_id': 2814655}",Complete Genome,1,8587404,1,8587404,8587404,41.5,136.0,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,98.22,4.17,,0,0,v1.2.2,structured,Nostoc sp. UHCC 0702,Nostoc,True
GCF_009372195.1,1.0,9.7e-161,nifH-local_aln_i2.1_12182023,1.0,2.6e-102,nifD-local_aln_i2.1_12182023,1.0,2e-244,nifK-local_aln_i2.1_12182023,H=WP_118163822.1;D=WP_152588230.1;K=WP_118163743.1,1,1,"{'infraspecific_names': {'isolate': 'CCNUC1'}, 'organism_name': 'Nostoc sphaeroides CCNUC1', 'tax_id': 2653204}",Complete Genome,9,6481972,9,6481972,9516388,41.5,191.0,GCF_009372195.1-RS_2025_03_28,,98.22,3.46,,0,0,v1.2.3,structured,Nostoc sphaeroides CCNUC1,Nostoc,True
GCF_027359475.1,1.0,1.2e-52,nifH-local_aln_i2.1_12182023,1.0,9.5e-09,nifD-local_aln_i2.1_12182023,1.0,1.5e-09,nifK-local_aln_i2.1_12182023,H=WP_269615077.1;D=WP_269615079.1;K=WP_269615079.1,1,1,"{'infraspecific_names': {'strain': 'MIT 0915'}, 'organism_name': 'Prochlorococcus marinus str. MIT 0915', 'tax_id': 1570012}",Complete Genome,1,1988105,1,1988105,1988105,35.5,200.0,GCF_027359475.1-RS_2025_03_18,,98.22,0.26,,0,0,v1.2.3,structured,Prochlorococcus marinus str. MIT 0915,Prochlorococcus,False
GCF_904830935.1,1.0,1.6e-51,nifH-local_aln_i2.1_12182023,1.0,4e-09,nifD-local_aln_i2.1_12182023,1.0,6.6e-06,nifK-local_aln_i2.1_12182023,H=WP_227350274.1;D=WP_254035358.1;K=WP_254035358.1,1,1,"{'infraspecific_names': {'strain': 'No.976'}, 'organism_name': 'Planktothrix agardhii', 'tax_id': 1160}",Complete Genome,6,4748184,6,4748184,4904228,39.5,389.0,GCF_904830935.1-RS_2025_05_21,,98.02,2.81,,0,0,v1.2.3,structured,Planktothrix agardhii,Planktothrix,False
